time,PMod_gpp_smstress,daily_A0,Ls_daily,Ls_daily_lagged
2006-10-03,10.67592,0.07679817,0,0.908419
2006-10-04,22.88357,0.1646149,0,0.8478578
2006-10-05,20.019,0.1440084,0,0.7913339
2006-10-06,28.47246,0.2048191,0,0.7385783
2006-10-07,23.23492,0.1671424,0,0.6893398
2006-10-08,35.93388,0.2584934,0,0.6433838
2006-10-09,39.3112,0.2827885,0.10195,0.6072882
2006-10-10,41.62443,0.2994289,0.3349,0.589129
2006-10-11,44.67058,0.3213417,0.62922,0.5918017
2006-10-12,45.20259,0.3251687,0.6793,0.5976349
2006-10-13,17.14678,0.1233468,0,0.5577926
2006-10-14,29.02885,0.2088215,0,0.5206064
2006-10-15,24.41525,0.1756332,0,0.4858993
2006-10-16,36.38607,0.2617463,0,0.4535061
2006-10-17,43.33798,0.3117555,0.50209,0.456745
2006-10-18,47.05599,0.3385013,0.85095,0.4830253
2006-10-19,47.18058,0.3393975,0.86234,0.508313
2006-10-20,35.43822,0.2549278,0,0.4744254
2006-10-21,31.42614,0.2260666,0,0.4427971
2006-10-22,48.55982,0.3493192,0.98719,0.4790899
2006-10-23,32.67479,0.2350489,0,0.4471506
2006-10-24,34.78744,0.2502464,0,0.4173406
2006-10-25,47.63639,0.3426765,0.90385,0.4497745
2006-10-26,49.05179,0.3528582,1.03119,0.4885356
2006-10-27,38.6074,0.2777256,0.02929,0.4579192
2006-10-28,31.46172,0.2263226,0,0.4273912
2006-10-29,20.01773,0.1439993,0,0.3988985
2006-10-30,32.90718,0.2367206,0,0.3723053
2006-10-31,33.86171,0.2435871,0,0.3474849
2006-11-01,23.49228,0.1689937,0,0.3243192
2006-11-02,20.10639,0.144637,0,0.302698
2006-11-03,21.25522,0.1529012,0,0.2825181
2006-11-04,8.725231,0.0627657,0,0.2636836
2006-11-05,5.081403,0.03655351,0,0.2461047
2006-11-06,19.67397,0.1415264,0,0.2296977
2006-11-07,25.69667,0.1848512,0,0.2143845
2006-11-08,32.00551,0.2302344,0,0.2000922
2006-11-09,22.34654,0.1607518,0,0.1867527
2006-11-10,18.93992,0.1362459,0,0.1743025
2006-11-11,12.31942,0.08862079,0,0.1626824
2006-11-12,15.86372,0.1141171,0,0.1518369
2006-11-13,12.22201,0.08792006,0,0.1417144
2006-11-14,21.8367,0.1570842,0,0.1322668
2006-11-15,33.54653,0.2413199,0,0.123449
2006-11-16,36.73065,0.2642251,0,0.1152191
2006-11-17,19.39643,0.1395299,0,0.1075378
2006-11-18,23.82992,0.1714226,0,0.1003686
2006-11-19,24.32654,0.1749951,0,0.09367737
2006-11-20,13.93553,0.1002465,0,0.08743221
2006-11-21,11.00637,0.07917524,0,0.0816034
2006-11-22,18.09409,0.1301614,0,0.07616317
2006-11-23,17.29404,0.1244062,0,0.07108563
2006-11-24,26.60223,0.1913655,0,0.06634659
2006-11-25,20.01218,0.1439593,0,0.06192348
2006-11-26,26.49642,0.1906043,0,0.05779525
2006-11-27,27.40528,0.1971422,0,0.05394223
2006-11-28,22.10224,0.1589943,0,0.05034608
2006-11-29,10.68351,0.07685275,0,0.04698968
2006-11-30,21.54292,0.1549708,0,0.04385703
2006-12-01,23.52437,0.1692245,0,0.04093323
2006-12-02,21.62871,0.155588,0,0.03820435
2006-12-03,22.34165,0.1607166,0,0.03565739
2006-12-04,20.87355,0.1501557,0,0.03328023
2006-12-05,24.17121,0.1738777,0,0.03106155
2006-12-06,23.05352,0.1658374,0,0.02899078
2006-12-07,19.78283,0.1423095,0,0.02705806
2006-12-08,21.85717,0.1572314,0,0.02525419
2006-12-09,7.072616,0.05087747,0,0.02357058
2006-12-10,5.418364,0.03897746,0,0.02199921
2006-12-11,5.020897,0.03611825,0,0.02053259
2006-12-12,5.398916,0.03883757,0,0.01916375
2006-12-13,12.87136,0.09259125,0,0.01788617
2006-12-14,19.32846,0.139041,0,0.01669376
2006-12-15,22.70008,0.163295,0,0.01558084
2006-12-16,19.287,0.1387427,0,0.01454212
2006-12-17,12.79269,0.09202533,0,0.01357264
2006-12-18,7.181847,0.05166323,0,0.0126678
2006-12-19,9.29599,0.0668715,0,0.01182328
2006-12-20,4.173218,0.0300204,0,0.01103506
2006-12-21,11.15083,0.08021445,0,0.01029939
2006-12-22,5.205493,0.03744616,0,0.009612765
2006-12-23,8.337945,0.05997972,0,0.008971914
2006-12-24,13.01298,0.09361,0,0.008373787
2006-12-25,9.584554,0.06894731,0,0.007815534
2006-12-26,13.24987,0.09531404,0,0.007294498
2006-12-27,13.55412,0.09750272,0,0.006808199
2006-12-28,5.516943,0.0396866,0,0.006354319
2006-12-29,11.89935,0.085599,0,0.005930697
2006-12-30,15.87613,0.1142063,0,0.005535318
2006-12-31,12.82738,0.09227484,0,0.005166296
2007-01-01,16.21345,0.1166328,0,0.004821877
2007-01-02,11.91296,0.08569691,0,0.004500418
2007-01-03,11.72724,0.08436088,0,0.00420039
2007-01-04,10.94857,0.07875944,0,0.003920364
2007-01-05,11.00214,0.07914487,0,0.003659007
2007-01-06,14.37848,0.1034328,0,0.003415073
2007-01-07,4.819044,0.0346662,0,0.003187401
2007-01-08,12.67951,0.09121112,0,0.002974908
2007-01-09,13.25403,0.09534402,0,0.002776581
2007-01-10,19.29301,0.1387859,0,0.002591475
2007-01-11,7.447089,0.05357127,0,0.00241871
2007-01-12,12.05653,0.08672966,0,0.002257463
2007-01-13,11.80989,0.08495543,0,0.002106965
2007-01-14,15.54042,0.1117914,0,0.001966501
2007-01-15,15.58666,0.112124,0,0.001835401
2007-01-16,16.02077,0.1152468,0,0.001713041
2007-01-17,17.63356,0.1268485,0,0.001598838
2007-01-18,12.0739,0.08685464,0,0.001492249
2007-01-19,12.28328,0.0883608,0,0.001392766
2007-01-20,18.12644,0.1303941,0,0.001299915
2007-01-21,15.69862,0.1129294,0,0.001213254
2007-01-22,14.77098,0.1062563,0,0.00113237
2007-01-23,6.714122,0.04829861,0,0.001056879
2007-01-24,4.195098,0.0301778,0,0.0009864202
2007-01-25,7.721761,0.05554715,0,0.0009206589
2007-01-26,8.154434,0.05865962,0,0.0008592816
2007-01-27,12.48326,0.08979939,0,0.0008019962
2007-01-28,7.10153,0.05108546,0,0.0007485297
2007-01-29,9.790414,0.07042818,0,0.0006986278
2007-01-30,12.65401,0.09102771,0,0.0006520526
2007-01-31,15.16605,0.1090983,0,0.0006085824
2007-02-01,17.4106,0.1252447,0,0.0005680102
2007-02-02,10.38956,0.07473816,0,0.0005301429
2007-02-03,16.72492,0.1203121,0,0.0004948
2007-02-04,11.59937,0.08344107,0,0.0004618134
2007-02-05,12.4941,0.0898774,0,0.0004310258
2007-02-06,16.3908,0.1179086,0,0.0004022908
2007-02-07,14.35423,0.1032584,0,0.0003754714
2007-02-08,13.39062,0.0963266,0,0.0003504399
2007-02-09,20.19472,0.1452725,0,0.0003270773
2007-02-10,8.368061,0.06019637,0,0.0003052721
2007-02-11,20.38265,0.1466243,0,0.0002849207
2007-02-12,21.98388,0.1581429,0,0.0002659259
2007-02-13,21.42529,0.1541247,0,0.0002481976
2007-02-14,27.4398,0.1973906,0,0.000231651
2007-02-15,2.979301,0.02143186,0,0.0002162076
2007-02-16,13.93231,0.1002233,0,0.0002017938
2007-02-17,27.64408,0.19886,0,0.0001883409
2007-02-18,31.54939,0.2269533,0,0.0001757848
2007-02-19,13.61442,0.09793651,0,0.0001640658
2007-02-20,14.4898,0.1042336,0,0.0001531281
2007-02-21,15.01167,0.1079878,0,0.0001429196
2007-02-22,15.28846,0.1099789,0,0.0001333916
2007-02-23,20.50975,0.1475387,0,0.0001244988
2007-02-24,27.9699,0.2012039,0,0.0001161989
2007-02-25,19.63746,0.1412638,0,0.0001084523
2007-02-26,25.84203,0.1858969,0,0.0001012222
2007-02-27,17.92219,0.1289248,0,9.447401e-05
2007-02-28,17.05532,0.1226889,0,8.817575e-05
2007-03-01,16.53272,0.1189295,0,8.229736e-05
2007-03-02,14.43556,0.1038434,0,7.681087e-05
2007-03-03,18.80777,0.1352953,0,7.169015e-05
2007-03-04,26.09981,0.1877512,0,6.69108e-05
2007-03-05,27.40199,0.1971185,0,6.245008e-05
2007-03-06,32.2436,0.2319471,0,5.828674e-05
2007-03-07,36.82039,0.2648706,0,5.440096e-05
2007-03-08,23.91394,0.172027,0,5.077423e-05
2007-03-09,35.22244,0.2533756,0,4.738928e-05
2007-03-10,27.44943,0.1974599,0,4.423e-05
2007-03-11,44.96564,0.3234642,0.75539,0.05040061
2007-03-12,53.67569,0.3861207,1.53796,0.1495712
2007-03-13,58.85325,0.4233659,1.9684,0.2708265
2007-03-14,49.31121,0.3547244,1.1562,0.3298514
2007-03-15,47.87147,0.3443675,1.02588,0.3762533
2007-03-16,56.30328,0.4050224,1.75919,0.4684491
2007-03-17,15.06399,0.1083641,0,0.4372191
2007-03-18,35.85499,0.257926,0,0.4080712
2007-03-19,37.7036,0.2712241,0.0271,0.3826731
2007-03-20,26.56413,0.1910913,0,0.3571616
2007-03-21,17.21807,0.1238596,0,0.3333508
2007-03-22,21.44709,0.1542815,0,0.3111274
2007-03-23,33.08402,0.2379928,0,0.2903856
2007-03-24,40.12505,0.288643,0.2793,0.2896466
2007-03-25,60.22165,0.4332096,2.07861,0.4089108
2007-03-26,61.49516,0.4423707,2.17997,0.5269814
2007-03-27,64.207,0.4618786,2.39215,0.651326
2007-03-28,69.15625,0.4974814,2.76777,0.7924222
2007-03-29,69.48452,0.4998429,2.79219,0.9257401
2007-03-30,66.40795,0.4777113,2.56095,1.034754
2007-03-31,75.38415,0.5422824,3.222,1.18057
2007-04-01,82.27267,0.5918355,3.65328,1.345418
2007-04-02,89.09875,0.6409395,3.65328,1.499275
2007-04-03,66.54627,0.4787063,2.57146,1.570754
2007-04-04,64.78125,0.4660095,2.43648,1.628469
2007-04-05,84.96872,0.6112298,3.65328,1.763457
2007-04-06,68.60581,0.4935218,2.72668,1.827672
2007-04-07,73.36043,0.5277245,3.07645,1.910923
2007-04-08,32.21231,0.231722,0,1.783529
2007-04-09,82.8668,0.5961095,3.65328,1.908179
2007-04-10,62.60511,0.4503552,2.2674,1.932127
2007-04-11,71.56897,0.5148375,2.94599,1.999718
2007-04-12,108.1157,0.7777393,3.65328,2.109955
2007-04-13,114.5396,0.8239502,3.65328,2.212843
2007-04-14,116.136,0.835434,3.65328,2.308873
2007-04-15,115.8018,0.8330302,3.65328,2.3985
2007-04-16,120.9798,0.8702784,3.65328,2.482152
2007-04-17,122.8317,0.8836005,3.65328,2.560227
2007-04-18,96.5577,0.6945961,3.65328,2.633097
2007-04-19,105.9801,0.7623768,3.65328,2.701109
2007-04-20,98.38117,0.7077134,3.65328,2.764587
2007-04-21,102.4866,0.7372459,3.65328,2.823834
2007-04-22,120.911,0.8697838,3.65328,2.87913
2007-04-23,136.5421,0.9822272,3.65328,2.93074
2007-04-24,140.8453,1.013183,3.65328,2.978909
2007-04-25,144.6907,1.040845,3.65328,3.023867
2007-04-26,144.2376,1.037585,3.65328,3.065828
2007-04-27,143.6784,1.033563,3.65328,3.104992
2007-04-28,140.4155,1.010091,3.65328,3.141544
2007-04-29,112.7673,0.8112009,3.65328,3.17566
2007-04-30,125.2468,0.9009739,3.65328,3.207501
2007-05-01,117.626,0.8461528,3.65328,3.23722
2007-05-02,138.5236,0.9964812,3.65328,3.264957
2007-05-03,148.7558,1.070088,3.65328,3.290845
2007-05-04,149.392,1.074664,3.65328,3.315008
2007-05-05,142.9715,1.028478,3.65328,3.337559
2007-05-06,134.1925,0.9653249,3.65328,3.358607
2007-05-07,81.65148,0.5873669,3.65328,3.378252
2007-05-08,87.41207,0.6288062,3.65328,3.396587
2007-05-09,120.376,0.8659348,3.65328,3.4137
2007-05-10,86.12866,0.6195739,3.65328,3.429672
2007-05-11,120.3691,0.8658853,3.65328,3.444579
2007-05-12,112.1481,0.8067471,3.65328,3.458493
2007-05-13,138.6354,0.9972859,3.65328,3.471479
2007-05-14,126.4295,0.9094812,3.65328,3.483599
2007-05-15,84.52762,0.6080567,3.65328,3.494911
2007-05-16,119.0764,0.8565862,3.65328,3.505469
2007-05-17,100.416,0.7223511,3.65328,3.515323
2007-05-18,136.8816,0.9846694,3.65328,3.52452
2007-05-19,161.7717,1.163719,3.65328,3.533104
2007-05-20,161.5842,1.16237,3.65328,3.541116
2007-05-21,164.9882,1.186856,3.65328,3.548593
2007-05-22,148.2663,1.066566,3.65328,3.555572
2007-05-23,121.3454,0.8729086,3.65328,3.562086
2007-05-24,140.189,1.008461,3.65328,3.568166
2007-05-25,121.2332,0.8721012,3.65328,3.57384
2007-05-26,109.0196,0.7842419,3.65328,3.579136
2007-05-27,110.1314,0.7922399,3.65328,3.584079
2007-05-28,72.70053,0.5229775,3.02857,3.547045
2007-05-29,86.32476,0.6209846,3.65328,3.554127
2007-05-30,76.24436,0.5484704,3.28332,3.536074
2007-05-31,83.65851,0.6018047,3.65328,3.543887
2007-06-01,102.1413,0.7347621,3.65328,3.55118
2007-06-02,115.9703,0.834242,3.65328,3.557987
2007-06-03,116.312,0.8367002,3.65328,3.56434
2007-06-04,116.2816,0.8364817,3.65328,3.570269
2007-06-05,112.6263,0.810187,3.65328,3.575803
2007-06-06,127.2467,0.91536,3.65328,3.580968
2007-06-07,131.679,0.9472441,3.65328,3.585789
2007-06-08,138.8263,0.9986587,3.65328,3.590288
2007-06-09,122.1326,0.8785716,3.65328,3.594488
2007-06-10,137.8619,0.9917213,3.65328,3.598407
2007-06-11,138.8798,0.9990434,3.65328,3.602066
2007-06-12,110.5092,0.7949576,3.65328,3.60548
2007-06-13,101.866,0.7327818,3.65328,3.608667
2007-06-14,127.3669,0.9162248,3.65328,3.611641
2007-06-15,93.58696,0.6732258,3.65328,3.614417
2007-06-16,109.864,0.7903162,3.65328,3.617008
2007-06-17,129.3996,0.9308468,3.65328,3.619426
2007-06-18,93.79622,0.6747311,3.65328,3.621683
2007-06-19,135.1105,0.9719292,3.65328,3.623789
2007-06-20,119.7449,0.8613952,3.65328,3.625755
2007-06-21,52.22443,0.3756809,1.41311,3.478246
2007-06-22,95.87559,0.6896893,3.65328,3.489915
2007-06-23,105.3149,0.7575919,3.65328,3.500806
2007-06-24,112.1889,0.8070401,3.65328,3.510971
2007-06-25,104.5911,0.7523848,3.65328,3.520458
2007-06-26,94.51488,0.6799009,3.65328,3.529313
2007-06-27,98.40826,0.7079083,3.65328,3.537577
2007-06-28,95.46354,0.6867252,3.65328,3.545291
2007-06-29,104.1967,0.7495475,3.65328,3.55249
2007-06-30,118.1182,0.8496933,3.65328,3.559209
2007-07-01,129.3451,0.9304551,3.65328,3.565481
2007-07-02,57.09908,0.4107472,1.82503,3.449451
2007-07-03,95.67315,0.688233,3.65328,3.463039
2007-07-04,93.36927,0.6716599,3.65328,3.475722
2007-07-05,74.5858,0.5365394,3.16481,3.454994
2007-07-06,90.05604,0.6478258,3.65328,3.468214
2007-07-07,118.0388,0.8491219,3.65328,3.480551
2007-07-08,125.3617,0.9017999,3.65328,3.492067
2007-07-09,46.74925,0.3362947,0.92265,3.320772
2007-07-10,75.26299,0.5414108,3.21334,3.31361
2007-07-11,89.66478,0.6450113,3.65328,3.336255
2007-07-12,79.10881,0.569076,3.48524,3.346187
2007-07-13,107.8069,0.7755182,3.65328,3.36666
2007-07-14,121.6503,0.8751019,3.65328,3.385768
2007-07-15,121.3008,0.8725874,3.65328,3.403602
2007-07-16,116.2289,0.8361025,3.65328,3.420247
2007-07-17,128.3204,0.9230837,3.65328,3.435783
2007-07-18,89.68768,0.645176,3.65328,3.450283
2007-07-19,103.7329,0.7462116,3.65328,3.463816
2007-07-20,112.8723,0.8119564,3.65328,3.476447
2007-07-21,105.7851,0.7609743,3.65328,3.488236
2007-07-22,74.45366,0.5355888,3.15531,3.466041
2007-07-23,109.8197,0.7899975,3.65328,3.478523
2007-07-24,85.58233,0.6156438,3.65328,3.490174
2007-07-25,98.32876,0.7073364,3.65328,3.501047
2007-07-26,118.0472,0.8491825,3.65328,3.511196
2007-07-27,103.2909,0.7430317,3.65328,3.520668
2007-07-28,72.93793,0.5246852,3.04582,3.489012
2007-07-29,50.76463,0.3651797,1.28546,3.342108
2007-07-30,69.54618,0.5002864,2.79678,3.305753
2007-07-31,46.1269,0.3318178,0.86474,3.143019
2007-08-01,96.87982,0.6969133,3.65328,3.177036
2007-08-02,94.86763,0.6824384,3.65328,3.208786
2007-08-03,74.91903,0.5389365,3.18871,3.207448
2007-08-04,97.69321,0.7027645,3.65328,3.23717
2007-08-05,109.6605,0.7888525,3.65328,3.26491
2007-08-06,112.2068,0.8071694,3.65328,3.290802
2007-08-07,105.754,0.7607506,3.65328,3.314967
2007-08-08,83.1737,0.5983172,3.65328,3.337521
2007-08-09,68.79681,0.4948958,2.74096,3.29775
2007-08-10,40.8714,0.2940119,0.35502,3.101568
2007-08-11,43.24528,0.3110886,0.5901,2.934137
2007-08-12,88.93942,0.6397934,3.65328,2.98208
2007-08-13,91.21054,0.6561308,3.65328,3.026827
2007-08-14,105.5129,0.7590159,3.65328,3.06859
2007-08-15,99.49972,0.7157597,3.65328,3.10757
2007-08-16,39.24885,0.28234,0.18923,2.913014
2007-08-17,73.79289,0.5308355,3.10771,2.925993
2007-08-18,90.48279,0.6508957,3.65328,2.974479
2007-08-19,90.03592,0.6476811,3.65328,3.019733
2007-08-20,64.33776,0.4628192,2.40226,2.978568
2007-08-21,71.75437,0.5161712,2.95957,2.977301
2007-08-22,76.07419,0.5472462,3.27122,2.996896
2007-08-23,81.2209,0.5842695,3.63203,3.039238
2007-08-24,94.70236,0.6812495,3.65328,3.080174
2007-08-25,100.153,0.7204589,3.65328,3.118381
2007-08-26,95.44722,0.6866078,3.65328,3.154041
2007-08-27,75.35423,0.5420671,3.21987,3.15843
2007-08-28,62.68913,0.4509597,2.27399,3.099467
2007-08-29,74.49128,0.5358594,3.15801,3.10337
2007-08-30,85.23261,0.6131281,3.65328,3.140031
2007-08-31,57.87001,0.4162929,1.88833,3.056584
2007-09-01,64.75975,0.4658548,2.43482,3.015133
2007-09-02,82.18582,0.5912108,3.65328,3.057676
2007-09-03,48.87213,0.3515658,1.1167,2.928278
2007-09-04,52.56662,0.3781425,1.44273,2.829241
2007-09-05,56.42118,0.4058706,1.76897,2.758556
2007-09-06,72.75731,0.5233859,3.0327,2.776833
2007-09-07,38.90216,0.279846,0.15323,2.601926
2007-09-08,30.76036,0.2212773,0,2.428464
2007-09-09,53.20542,0.3827378,1.49772,2.366415
2007-09-10,29.58882,0.2128497,0,2.208654
2007-09-11,45.99573,0.3308742,0.85248,2.118242
2007-09-12,51.62548,0.3713723,1.36099,2.067759
2007-09-13,63.09478,0.4538777,2.30571,2.083622
2007-09-14,77.99015,0.5610288,3.40679,2.171833
2007-09-15,71.96813,0.5177089,2.9752,2.225391
2007-09-16,83.22017,0.5986515,3.65328,2.320584
2007-09-17,85.23591,0.6131518,3.65328,2.40943
2007-09-18,22.53499,0.1621074,0,2.248801
2007-09-19,51.90892,0.3734113,1.3857,2.191261
2007-09-20,74.09667,0.5330208,3.12962,2.253818
2007-09-21,81.80669,0.5884834,3.65328,2.347116
2007-09-22,85.20042,0.6128965,3.65328,2.434194
2007-09-23,82.98626,0.5969688,3.65328,2.515466
2007-09-24,87.97961,0.6328889,3.65328,2.59132
2007-09-25,36.50857,0.2626275,0,2.418566
2007-09-26,42.82485,0.3080643,0.54908,2.293933
2007-09-27,9.169096,0.06595868,0,2.141004
2007-09-28,17.2965,0.1244239,0,1.998271
2007-09-29,37.05129,0.2665316,0,1.865053
2007-09-30,53.12842,0.3821839,1.49111,1.840123
2007-10-01,65.33762,0.4700117,2.47923,1.88273
2007-10-02,20.7334,0.1491475,0,1.757215
2007-10-03,46.08665,0.3315282,0.86098,1.697466
2007-10-04,53.68625,0.3861966,1.53887,1.686893
2007-10-05,34.90416,0.2510861,0,1.574433
2007-10-06,29.76956,0.2141499,0,1.469471
2007-10-07,38.45864,0.2766555,0.10686,1.37863
2007-10-08,52.46181,0.3773885,1.43367,1.3823
2007-10-09,38.53961,0.277238,0.11535,1.297836
2007-10-10,40.00649,0.2877901,0.26719,1.229127
2007-10-11,34.33704,0.2470064,0,1.147185
2007-10-12,20.10397,0.1446196,0,1.070706
2007-10-13,36.07165,0.2594845,0,0.9993254
2007-10-14,46.11374,0.3317231,0.86351,0.9902711
2007-10-15,54.98642,0.3955495,1.64907,1.034191
2007-10-16,58.94019,0.4239913,1.97544,1.096941
2007-10-17,58.84803,0.4233284,1.96797,1.15501
2007-10-18,24.72112,0.1778335,0,1.078009
2007-10-19,28.05683,0.2018292,0,1.006142
2007-10-20,26.22027,0.1886177,0,0.9390655
2007-10-21,16.53871,0.1189726,0,0.8764612
2007-10-22,21.64232,0.1556859,0,0.8180304
2007-10-23,7.376168,0.0530611,0,0.7634951
2007-10-24,5.701483,0.0410141,0,0.7125954
2007-10-25,7.136789,0.0513391,0,0.665089
2007-10-26,7.324633,0.05269037,0,0.6207498
2007-10-27,14.23635,0.1024104,0,0.5793664
2007-10-28,31.9683,0.2299667,0,0.540742
2007-10-29,35.64193,0.2563932,0,0.5046925
2007-10-30,12.41141,0.08928253,0,0.4710464
2007-10-31,25.4635,0.1831739,0,0.4396433
2007-11-01,24.56018,0.1766758,0,0.4103337
2007-11-02,9.863439,0.0709535,0,0.3829782
2007-11-03,11.77621,0.08471317,0,0.3574463
2007-11-04,14.28642,0.1027706,0,0.3336165
2007-11-05,23.08035,0.1660304,0,0.3113754
2007-11-06,13.57514,0.09765393,0,0.2906171
2007-11-07,5.677355,0.04084054,0,0.2712426
2007-11-08,19.82913,0.1426426,0,0.2531598
2007-11-09,13.00644,0.09356293,0,0.2362824
2007-11-10,9.663572,0.06951574,0,0.2205303
2007-11-11,5.179319,0.03725788,0,0.2058283
2007-11-12,6.19398,0.04455693,0,0.1921064
2007-11-13,7.839017,0.05639064,0,0.1792993
2007-11-14,6.382122,0.04591034,0,0.167346
2007-11-15,8.114136,0.05836973,0,0.1561896
2007-11-16,9.177994,0.06602268,0,0.145777
2007-11-17,5.778689,0.04156949,0,0.1360585
2007-11-18,10.12006,0.07279954,0,0.1269879
2007-11-19,14.85023,0.1068264,0,0.1185221
2007-11-20,13.91903,0.1001278,0,0.1106206
2007-11-21,17.14425,0.1233286,0,0.1032459
2007-11-22,14.85901,0.1068896,0,0.09636283
2007-11-23,14.69851,0.105735,0,0.08993864
2007-11-24,5.724385,0.04117885,0,0.08394273
2007-11-25,5.897607,0.04242494,0,0.07834655
2007-11-26,9.395345,0.06758622,0,0.07312344
2007-11-27,12.24445,0.08808152,0,0.06824855
2007-11-28,15.18884,0.1092622,0,0.06369864
2007-11-29,15.55901,0.1119251,0,0.05945207
2007-11-30,13.73701,0.09881834,0,0.0554886
2007-12-01,10.74008,0.07725967,0,0.05178936
2007-12-02,15.84618,0.1139909,0,0.04833673
2007-12-03,10.87927,0.07826098,0,0.04511428
2007-12-04,8.321984,0.0598649,0,0.04210667
2007-12-05,10.89263,0.07835704,0,0.03929955
2007-12-06,16.22055,0.1166839,0,0.03667958
2007-12-07,14.77071,0.1062544,0,0.03423428
2007-12-08,15.45451,0.1111733,0,0.03195199
2007-12-09,9.809564,0.07056594,0,0.02982186
2007-12-10,16.21818,0.1166669,0,0.02783374
2007-12-11,2.47124,0.01777707,0,0.02597815
2007-12-12,2.036293,0.01464825,0,0.02424628
2007-12-13,9.151044,0.06582882,0,0.02262986
2007-12-14,3.484741,0.02506778,0,0.0211212
2007-12-15,7.629447,0.05488308,0,0.01971312
2007-12-16,3.749255,0.02697059,0,0.01839891
2007-12-17,3.456437,0.02486418,0,0.01717232
2007-12-18,7.903397,0.05685377,0,0.0160275
2007-12-19,4.455531,0.03205124,0,0.014959
2007-12-20,10.08903,0.07257628,0,0.01396173
2007-12-21,12.34603,0.08881223,0,0.01303095
2007-12-22,13.24789,0.0952998,0,0.01216222
2007-12-23,12.74907,0.09171151,0,0.0113514
2007-12-24,6.790867,0.04885069,0,0.01059464
2007-12-25,13.67441,0.09836805,0,0.009888335
2007-12-26,14.9286,0.1073901,0,0.009229112
2007-12-27,18.12676,0.1303964,0,0.008613838
2007-12-28,13.30065,0.09567938,0,0.008039582
2007-12-29,15.91878,0.1145131,0,0.00750361
2007-12-30,16.40388,0.1180027,0,0.00700337
2007-12-31,6.246067,0.04493162,0,0.006536478
2008-01-01,5.053338,0.03635162,0,0.006100713
2008-01-02,9.15575,0.06586268,0,0.005693999
2008-01-03,3.65054,0.02626047,0,0.005314399
2008-01-04,10.33727,0.07436204,0,0.004960106
2008-01-05,9.399577,0.06761666,0,0.004629432
2008-01-06,5.616937,0.04040592,0,0.004320803
2008-01-07,7.21729,0.0519182,0,0.00403275
2008-01-08,16.08029,0.1156749,0,0.0037639
2008-01-09,15.26166,0.1097861,0,0.003512973
2008-01-10,19.12548,0.1375808,0,0.003278775
2008-01-11,21.65254,0.1557594,0,0.00306019
2008-01-12,14.30404,0.1028974,0,0.002856177
2008-01-13,20.00951,0.1439401,0,0.002665765
2008-01-14,22.88601,0.1646325,0,0.002488048
2008-01-15,21.58359,0.1552634,0,0.002322178
2008-01-16,8.769516,0.06308426,0,0.002167366
2008-01-17,21.12821,0.1519876,0,0.002022875
2008-01-18,14.83353,0.1067063,0,0.001888017
2008-01-19,9.386243,0.06752075,0,0.001762149
2008-01-20,13.2581,0.09537326,0,0.001644672
2008-01-21,10.2968,0.07407092,0,0.001535027
2008-01-22,7.851013,0.05647693,0,0.001432692
2008-01-23,18.6003,0.1338029,0,0.001337179
2008-01-24,21.28712,0.1531307,0,0.001248034
2008-01-25,22.94407,0.1650501,0,0.001164832
2008-01-26,23.65584,0.1701703,0,0.001087176
2008-01-27,4.412723,0.0317433,0,0.001014698
2008-01-28,11.64723,0.08378537,0,0.0009470514
2008-01-29,19.9396,0.1434372,0,0.0008839147
2008-01-30,15.83872,0.1139372,0,0.000824987
2008-01-31,19.90335,0.1431765,0,0.0007699879
2008-02-01,15.65982,0.1126503,0,0.0007186554
2008-02-02,12.43332,0.08944015,0,0.000670745
2008-02-03,21.38795,0.1538561,0,0.0006260287
2008-02-04,26.40834,0.1899707,0,0.0005842934
2008-02-05,25.71469,0.1849808,0,0.0005453405
2008-02-06,17.8938,0.1287206,0,0.0005089845
2008-02-07,24.28552,0.1746999,0,0.0004750522
2008-02-08,22.49054,0.1617876,0,0.0004433821
2008-02-09,28.45642,0.2047037,0,0.0004138232
2008-02-10,35.56171,0.2558162,0.33273,0.02256824
2008-02-11,30.52458,0.2195812,0,0.02106369
2008-02-12,13.96094,0.1004292,0,0.01965944
2008-02-13,24.70781,0.1777377,0,0.01834881
2008-02-14,7.590767,0.05460483,0,0.01712556
2008-02-15,20.1354,0.1448457,0,0.01598385
2008-02-16,17.89594,0.128736,0,0.01491826
2008-02-17,24.95983,0.1795507,0,0.01392371
2008-02-18,9.092685,0.06540901,0,0.01299546
2008-02-19,22.35949,0.1608449,0,0.0121291
2008-02-20,33.95755,0.2442765,0.14436,0.02094449
2008-02-21,31.53576,0.2268552,0,0.01954819
2008-02-22,20.59631,0.1481613,0,0.01824498
2008-02-23,40.55313,0.2917224,0.88616,0.07610598
2008-02-24,53.35427,0.3838085,2.13986,0.2136896
2008-02-25,30.69212,0.2207864,0,0.1994436
2008-02-26,42.70882,0.3072295,1.11206,0.2602847
2008-02-27,39.82489,0.2864838,0.80819,0.2968117
2008-02-28,39.88686,0.2869296,0.81486,0.3313483
2008-02-29,28.91437,0.207998,0,0.3092584
2008-03-01,17.67346,0.1271356,0,0.2886412
2008-03-02,16.10063,0.1158212,0,0.2693984
2008-03-03,26.96944,0.194007,0,0.2514385
2008-03-04,30.13555,0.2167827,0,0.234676
